62
at a NN	356	12608	2
ing w	357	12603	2
d is 	358	12577	3
her NN	359	12386	4
VBZ in	360	12349	2
rl is	361	12330	2
ng at	362	12324	2
oy is	363	12317	2
 look	364	12301	3
g at 	365	12270	2
e gir	366	12234	2
two	367	12225	2
 two 	368	12223	2
and a	369	12170	5
ving 	370	12157	2
er is	371	12148	2
man a	372	12134	2
ing s	373	12108	2
ing b	374	12102	2
VBZ VBG NN	375	12099	2
an in	376	12088	3
down 	377	12044	2
VBZ VBG .	378	12020	1
is pl	379	12019	2
There VBZ	380	12008	1
START There VBZ	381	12006	1
START NN	382	11974	1
in a NN .	383	11829	1
g is 	384	11778	2
n a b	385	11773	2
ng fo	386	11767	2
VBG the	387	11719	2
at the NN	388	11708	2
on the NN .	389	11706	1
ith a	390	11629	2
the JJ	391	11580	3
NN NN VBZ	392	11580	2
VBG at	393	11570	2
 has 	394	11536	2
the w	395	11488	3
NNS in	396	11450	2
 stre	397	11370	3
NN VBZ VBG NN	398	11356	2
NN VBZ in	399	11349	2
t is 	400	11327	2
 of a	401	11296	2
 A pe	402	11241	1
 some	403	11197	3
NN VBZ VBG .	404	11182	1
 hold	405	11180	2
ildre	406	11158	2
hildr	407	11157	2
ldren	408	11155	2
he st	409	11127	2
A per	410	11123	1
 A gr	411	11115	1
re ar	412	11114	2
son i	413	11106	2
oking	414	11104	3
e boy	415	11071	2
ere a	416	11071	2
ling 	417	11050	3
dren 	418	10964	2
 is t	419	10962	2
dog i	420	10937	2
the m	421	10897	2
A NN of NNS	422	10875	2
START A NN of NNS	423	10873	1
man s	424	10841	2
on a NN .	425	10814	1
VBZ VBG a NN .	426	10813	1
The c	427	10799	1
treet	428	10771	3
watch	429	10738	2
A gro	430	10726	1
 watc	431	10715	2
e dog	432	10707	3
ating	433	10695	2
stree	434	10646	3
th a 	435	10629	2
sleep	436	10596	2
ing d	437	10542	3
og is	438	10513	2
with a	439	10507	2
NN to	440	10502	3
each 	441	10467	3
aking	442	10454	2
the NN VBZ	443	10436	2
VBZ on	444	10435	2
by	445	10431	2
hree 	446	10430	2
NN RB	447	10418	2
The g	448	10414	1
two NNS	449	10367	2
t of 	450	10314	2
nning	451	10307	3
 is c	452	10306	2
g a b	453	10264	2
on is	454	10181	2
s wea	455	10176	2
s out	456	10166	2
There VBP	457	10157	1
START There VBP	458	10155	1
hile 	459	10084	2
ookin	460	10082	3
 of p	461	10069	2
water	462	10066	2
,	463	10037	7
 whil	464	9966	2
a man	465	9959	2
 a ba	466	9954	3
NN in the	467	9945	2
NN at	468	9945	2
re pl	469	9944	2
is we	470	9935	2
 is i	471	9931	2
VBP RB	472	9917	2
e men	473	9904	2
his NN .	474	9894	1
START NNS VBP VBG	475	9874	1
is wa	476	9867	2
ching	477	9832	2
 wate	478	9793	2
is in	479	9783	2
r the	480	9781	2
he bo	481	9775	3
n and	482	9775	2
of a 	483	9759	2
wo me	484	9758	2
of a	485	9757	2
g for	486	9752	2
o men	487	9737	2
NN VBG a	488	9705	3
iding	489	9688	2
 runn	490	9686	2
round	491	9676	3
VBP JJ	492	9675	2
sing 	493	9655	2
ater 	494	9649	2
e of 	495	9647	3
 is h	496	9639	2
s sit	497	9583	2
ming 	498	9578	3
NN VBZ on	499	9576	2
VBZ VBG on	500	9572	2
RT So	501	9571	1
an NN	502	9564	2
shirt	503	9513	3
VBG a JJ	504	9506	3
s the	505	9505	3
he do	506	9478	3
 A bo	507	9472	1
VBZ VBG in	508	9447	1
is si	509	9437	2
g out	510	9427	2
the JJ NN	511	9410	3
are o	512	9407	2
There VBZ a	513	9365	1
START There VBZ a	514	9363	1
the NN NN	515	9335	2
s at 	516	9302	2
T Som	517	9275	1
 Some	518	9271	1
reet 	519	9254	3
tion 	520	9252	2
the g	521	9249	2
n a s	522	9235	2
e on 	523	9219	2
START the NN	524	9206	1
A boy	525	9182	1
of pe	526	9175	2
ng ou	527	9170	2
about	528	9165	4
of NNS VBP	529	9116	2
 A gi	530	9108	1
t to 	531	9108	2
f peo	532	9098	2
A gir	533	9077	1
The JJ	534	9056	1
START The JJ	535	9053	1
NN VBZ VBG on	536	9050	2
unnin	537	9032	2
a NN in	538	9025	2
 bike	539	9020	3
VBG on a	540	9018	2
runni	541	8993	2
VBG for	542	8968	2
NN VBZ VBG in	543	8963	1
a NN of	544	8960	2
NN of NNS VBP	545	8901	2
VBZ NN	546	8881	2
ridin	547	8801	2
 ridi	548	8793	2
ound 	549	8745	3
VBG the NN	550	8681	2
ers a	551	8679	2
 is d	552	8654	2
VBZ VBN	553	8654	2
oldin	554	8646	2
e wat	555	8631	2
VBP NNS	556	8630	2
VBP VBG NN	557	8610	2
 slee	558	8602	2
all .	559	8597	2
doors	560	8595	2
in a JJ	561	8590	3
and NN	562	8590	2
JJ NN NN	563	8563	2
 shir	564	8562	3
a NN VBG	565	8545	3
 of t	566	8545	3
VBG a JJ NN	567	8544	2
rs ar	568	8529	2
o peo	569	8444	1
T A d	570	8441	1
 thro	571	8411	2
e out	572	8395	2
holdi	573	8385	2
VBG to VB	574	8385	2
JJ NNS VBP	575	8380	2
START a NN VBZ	576	8366	1
oing 	577	8363	2
f the	578	8359	3
VBG in the	579	8350	2
VBG NNS .	580	8319	1
an an	581	8284	2
to th	582	8279	3
e chi	583	8271	2
START A NN in	584	8248	1
A NN in	585	8248	1
o the	586	8231	3
ter .	587	8229	1
wo pe	588	8215	1
VBP in	589	8205	2
looki	590	8204	3
 a co	591	8197	2
black	592	8192	4
 blac	593	8186	4
he ba	594	8119	3
her .	595	8106	2
ng wi	596	8100	2
re wa	597	8098	2
The d	598	8092	1
NN in the NN	599	8083	2
RT An	600	8046	1
 a ca	601	8031	2
g wit	602	8013	2
n a c	603	7969	2
he gi	604	7950	2
VBG on a NN	605	7947	2
are t	606	7947	2
board	607	7935	2
with a NN	608	7934	2
are a	609	7926	2
e sit	610	7913	2
lack 	611	7911	4
 dogs	612	7899	2
 from	613	7876	2
from	614	7869	2
from 	615	7866	2
he ch	616	7864	2
Two m	617	7853	1
in a JJ NN	618	7852	3
 ball	619	7850	3
There VBZ a NN	620	7845	1
START There VBZ a NN	621	7844	1
NN of a	622	7843	2
thing	623	7832	2
of a NN	624	7830	2
The NN VBZ JJ	625	7822	1
dogs 	626	7821	2
 near	627	7821	2
START The NN VBZ JJ	628	7818	1
 jump	629	7812	2
T An 	630	7792	1
An	631	7791	1
START An	632	7791	1
VBG in a	633	7780	2
NN and NN	634	7777	2
tchin	635	7764	2
e str	636	7761	2
re in	637	7756	2
A NN VBZ a	638	7755	1
START A NN VBZ a	639	7754	1
JJ JJ	640	7750	3
or a 	641	7716	2
VBP VBG .	642	7709	1
 is b	643	7696	2
e sta	644	7690	2
irls 	645	7671	2
VBP VBG a	646	7671	2
T Thr	647	7632	1
 Thre	648	7630	2
NN in a NN	649	7628	2
The NN VBZ VBG a	650	7596	1
START Three	651	7570	1
the f	652	7569	2
of th	653	7565	3
NNS VBP RB	654	7557	2
VBG RB .	655	7553	1
playe	656	7535	3
ing c	657	7523	3
 a wo	658	7515	2
oors 	659	7483	2
JJ NNS .	660	7474	1
ing p	661	7473	3
 a st	662	7466	3
NN VBZ VBN	663	7465	2
T A y	664	7456	1
are i	665	7445	2
The JJ NN	666	7427	1
START The JJ NN	667	7425	1
rying	668	7419	2
eatin	669	7417	2
atchi	670	7410	2
 a bo	671	7408	2
to a 	672	7377	2
the r	673	7368	2
hirt 	674	7368	3
VBG in the NN	675	7367	2
 A do	676	7366	1
 is l	677	7355	2
ng do	678	7353	2
START A NN NN	679	7335	1
A NN NN	680	7335	1
he gr	681	7335	2
 outd	682	7334	2
utdoo	683	7328	2
eepin	684	7328	2
outdo	685	7327	2
eping	686	7325	2
tdoor	687	7324	2
 A yo	688	7319	1
A you	689	7307	1
 to t	690	7305	2
 park	691	7264	2
 perf	692	7249	2
T A s	693	7249	1
e at 	694	7249	2
START the NN VBZ	695	7218	1
s sta	696	7218	2
 beac	697	7210	2
beach	698	7205	2
dress	699	7195	2
e wal	700	7189	2
g a s	701	7187	2
A NN of NNS VBP	702	7185	1
NN VBP VBG	703	7173	2
A dog	704	7166	1
VBG on the	705	7157	2
NN VBG a NN	706	7147	2
girls	707	7146	2
nd a 	708	7136	2
JJ to	709	7132	2
 wait	710	7128	2
near 	711	7113	2
rform	712	7089	2
erfor	713	7089	2
 whit	714	7076	4
perfo	715	7061	2
white	716	7061	4
 swim	717	7041	3
ild i	718	7038	2
The t	719	7018	1
cture	720	7017	2
NNS VBP VBG NN	721	7011	1
VBP VBG in	722	7010	2
NNS VBP JJ	723	6993	2
 othe	724	6983	2
layer	725	6963	3
he be	726	6955	2
cing 	727	6953	2
near	728	6952	2
 dres	729	6935	2
START NN VBZ	730	6934	1
leepi	731	6903	2
 eati	732	6901	2
e the	733	6898	3
g dow	734	6896	1
NN VBZ NN	735	6859	2
s to 	736	6835	2
is st	737	6822	2
A JJ NN VBZ VBG	738	6820	1
he me	739	6812	2
hite 	740	6789	4
VBG with	741	6754	2
 game	742	6753	2
are r	743	6749	1
NNS on	744	6733	2
d in 	745	6732	3
VBG in a NN	746	6717	2
man h	747	6716	2
of NN	748	6714	2
 read	749	6712	2
VBZ JJ .	750	6710	1
their NN	751	6697	2
h the	752	6692	3
Two p	753	6690	1
NN for	754	6670	2
a wom	755	6651	2
NN to VB	756	6651	2
es a 	757	6646	3
VBZ VBG to	758	6644	2
is ou	759	6641	1
VBP VBG a NN	760	6639	2
Three NNS	761	6634	1
START Three NNS	762	6632	1
he wa	763	6611	2
n his	764	6602	2
ors .	765	6586	1
ld is	766	6582	2
 blue	767	6581	3
VBG on the NN	768	6569	2
 red 	769	6564	3
 to a	770	6559	2
for a NN	771	6557	2
front	772	6546	2
of the	773	6546	3
 a tr	774	6545	2
 in f	775	6540	2
 out 	776	6505	2
n fro	777	6503	2
ront 	778	6495	2
NNS VBP in	779	6494	2
ttle 	780	6484	2
NNS NN	781	6484	2
ictur	782	6479	2
VB a	783	6467	2
rking	784	6459	2
 pict	785	6454	2
pictu	786	6450	2
e per	787	6444	2
ng hi	788	6433	2
A NN and	789	6430	1
START A NN and	790	6428	1
iting	791	6427	2
The NN VBZ RB	792	6422	1
START The NN VBZ RB	793	6422	1
ouple	794	6397	2
 fron	795	6381	2
at the NN .	796	6358	1
NNS VBP VBG .	797	6355	1
ART M	798	6350	1
s wal	799	6345	2
ng an	800	6332	2
 coup	801	6322	2
 buil	802	6314	2
JJ NN VBG	803	6310	2
riend	804	6307	2
coupl	805	6302	2
the t	806	6300	2
for t	807	6292	2
blue 	808	6292	3
A NN VBZ a NN	809	6288	1
VBZ VBG RP	810	6287	2
T A l	811	6277	1
nt of	812	6268	2
NN of a NN	813	6246	2
on NN	814	6241	2
ture 	815	6227	2
NNS VBP VBG a	816	6219	1
re si	817	6202	2
tball	818	6201	3
build	819	6188	2
is on	820	6162	2
e two	821	6156	2
after	822	6154	4
 snow	823	6148	3
uple 	824	6134	2
RB VBG	825	6126	2
ough 	826	6121	2
NN VBZ VBG to	827	6119	2
VBZ VBG NNS	828	6115	2
Some 	829	6103	1
Some	830	6102	1
START Some	831	6102	1
he co	832	6085	2
ont o	833	6083	2
ren a	834	6079	2
frien	835	6067	2
VBZ RB .	836	6065	1
n a p	837	6060	2
 is g	838	6059	2
START JJ	839	6048	1
 crow	840	6048	2
at a NN .	841	6041	1
NNS VBZ	842	6028	2
in fr	843	6023	2
at NN	844	6022	2
in NN of	845	6015	2
NN VBZ JJ .	846	6014	1
 danc	847	6010	3
 talk	848	6008	2
the d	849	6008	2
bike 	850	6000	3
 A ch	851	5964	1
e bea	852	5960	2
NNS VBD	853	5959	2
rough	854	5950	2
crowd	855	5932	2
NN on a	856	5926	2
or th	857	5923	2
JJ JJ NN	858	5912	3
VBZ at	859	5899	2
 a pi	860	5892	2
NNP VBP	861	5875	2
ittle	862	5869	2
VBP VBG NNS	863	5862	1
NN VBZ VBG RP	864	5861	1
NN ,	865	5854	7
ildin	866	5852	2
uildi	867	5850	2
in JJ	868	5847	3
ands 	869	5836	2
NNS VBP VBG in	870	5821	2
VBZ VBG the	871	5813	2
and w	872	5805	2
 a bi	873	5797	2
hroug	874	5786	2
NN VBZ VBG NNS	875	5786	2
throu	876	5785	2
VBZ a NN .	877	5774	1
ith h	878	5769	2
play 	879	5748	2
 a bu	880	5743	2
 litt	881	5743	2
g his	882	5731	2
orkin	883	5717	2
through	884	5717	2
n wit	885	5708	2
worki	886	5707	2
is ho	887	5699	2
man p	888	5688	3
n sta	889	5676	2
NNP NNP	890	5676	6
three	891	5671	4
NN with a	892	5669	2
eet .	893	5661	1
VBZ VBG RB	894	5659	2
The s	895	5643	1
littl	896	5642	2
nside	897	5630	2
the NN of	898	5622	3
 car 	899	5620	2
 a bl	900	5619	3
 skat	901	5613	3
NNS and	902	5605	3
The JJ NN VBZ	903	5596	1
START The JJ NN VBZ	904	5595	1
VBG his	905	5592	2
NN VBZ RB .	906	5591	1
 frie	907	5590	2
START NNP VBP	908	5563	1
VBP on	909	5563	2
walk 	910	5553	2
A chi	911	5535	1
insid	912	5531	2
takin	913	5527	2
 on h	914	5524	2
VBG a NN NN	915	5524	2
 taki	916	5515	2
 comp	917	5510	2
 a pa	918	5501	2
's	919	5493	3
NN on the	920	5486	2
VB a NN	921	5481	2
n pla	922	5477	3
re ou	923	5468	1
wing 	924	5464	2
 insi	925	5460	2
 a gr	926	5460	2
ging 	927	5456	2
NN in a JJ	928	5433	2
 kids	929	5432	2
n a r	930	5426	3
NN VBZ VBG the	931	5425	2
the NN NN .	932	5423	1
Some NNS	933	5417	1
START Some NNS	934	5417	1
NN VBZ at	935	5415	2
boys 	936	5400	2
NNS VBP VBG a NN	937	5396	1
VBZ a JJ	938	5392	2
NNP .	939	5388	2
 was 	940	5380	3
game 	941	5363	2
n sit	942	5353	2
 ride	943	5352	2
kids 	944	5351	2
 home	945	5346	2
aving	946	5345	2
as	947	5332	2
a NN VBZ VBG	948	5331	2
to VB a	949	5329	2
 a re	950	5328	2
ether	951	5318	2
wo wo	952	5314	1
park 	953	5304	2
lays 	954	5294	2
her NN .	955	5293	1
 boys	956	5285	2
 toge	957	5278	2
toget	958	5278	2
ogeth	959	5276	2
an wa	960	5269	2
VBP VBG on	961	5265	2
gethe	962	5265	2
as a 	963	5263	2
aitin	964	5243	2
waiti	965	5236	2
VBZ VBG a JJ	966	5235	2
A NN VBZ VBG NN	967	5232	1
ettin	968	5226	2
 lady	969	5223	2
VBZ VBG NN .	970	5215	1
orker	971	5208	2
e par	972	5202	2
swimm	973	5202	2
ing r	974	5198	2
NN VBZ VBG RB	975	5197	1
to a	976	5182	2
lady 	977	5180	2
START A NN in a	978	5178	1
A NN in a	979	5178	1
g a c	980	5176	2
START A NN VBZ RB	981	5171	1
A NN VBZ RB	982	5171	1
 into	983	5164	2
The NN VBD	984	5158	1
START The NN VBD	985	5158	1
ple w	986	5151	2
into 	987	5151	2
into	988	5150	2
s a b	989	5148	2
NN in NN	990	5135	3
NN of NN	991	5113	2
 is n	992	5113	2
s run	993	5108	2
o wom	994	5105	1
VBZ the	995	5101	2
iving	996	5092	2
he pa	997	5087	2
s and	998	5075	3
 an a	999	5067	2
s rid	1000	5067	2
 in h	1001	5066	2
ight 	1002	5059	3
some 	1003	5057	3
are c	1004	5051	2
 old 	1005	5047	2
START NNS VBG	1006	5043	1
nstru	1007	5025	2
 is e	1008	5021	2
NN on the NN	1009	5011	2
plays	1010	5010	2
some	1011	5001	3
RP the	1012	4981	2
e gro	1013	4975	2
mming	1014	4969	2
ion .	1015	4967	1
NN in a JJ NN	1016	4962	2
Three NNS VBP	1017	4961	1
START Three NNS VBP	1018	4960	1
skate	1019	4959	3
rowd 	1020	4955	2
a NN on	1021	4953	2
two NNS VBP	1022	4949	2
ds ar	1023	4948	1
gs ar	1024	4946	2
their NNS	1025	4935	3
NN VBZ VBG NN .	1026	4934	1
 to s	1027	4927	2
NN VBZ VBG a JJ	1028	4920	2
y are	1029	4916	2
g a p	1030	4913	2
NN RB .	1031	4912	1
VBZ VBG JJ	1032	4911	2
are d	1033	4907	2
the o	1034	4898	3
d the	1035	4892	4
d wom	1036	4892	2
ls ar	1037	4886	1
s hol	1038	4884	2
to the	1039	4883	2
 a be	1040	4875	2
T A f	1041	4874	1
own t	1042	4869	2
meone	1043	4859	2
A NN VBZ in	1044	4856	1
ogs a	1045	4856	1
START A NN VBZ in	1046	4856	1
omeon	1047	4855	2
VB .	1048	4855	1
ng so	1049	4844	2
NN NNS .	1050	4835	1
NN VBZ a NN .	1051	4828	1
immin	1052	4825	2
an JJ	1053	4806	2
he ca	1054	4801	3
cycle	1055	4801	3
 musi	1056	4799	3
VBG in the NN .	1057	4797	1
music	1058	4795	3
worke	1059	4790	2
 a la	1060	4789	2
hair 	1061	4778	2
A NN VBZ VBG .	1062	4772	1
wimmi	1063	4770	2
VBP at	1064	4767	2
VBZ VBG a JJ NN	1065	4761	2
NNS VBP VBG NNS	1066	4744	1
VBP VBG RB	1067	4731	1
VBZ a JJ NN	1068	4718	2
talki	1069	4713	2
eone 	1070	4708	2
 hand	1071	4705	2
T a m	1072	4704	1
VBZ VBG at	1073	4703	2
eing 	1074	4700	2
of NNS VBP VBG	1075	4697	1
ple i	1076	4689	2
table	1077	4686	3
RP a	1078	4685	2
NN in the NN .	1079	4679	1
There VBP NNS	1080	4675	1
START There VBP NNS	1081	4674	1
resse	1082	4668	2
bout 	1083	4646	2
 abou	1084	4643	2
for the	1085	4639	2
a JJ NN VBZ	1086	4637	2
 over	1087	4630	3
 arou	1088	4625	2
n wea	1089	4623	2
aroun	1090	4621	2
NN VBZ VBG JJ	1091	4606	1
ach .	1092	4605	1
is ri	1093	4601	2
NN of NNS VBP VBG	1094	4600	1
NN NN VBZ VBG	1095	4600	1
ART F	1096	4597	1
VBN .	1097	4590	1
VBZ RP	1098	4584	2
is ta	1099	4577	2
s wit	1100	4577	2
NN on a NN	1101	4574	2
of the NN	1102	4571	2
ssed 	1103	4563	2
 one 	1104	4554	3
ent .	1105	4543	1
kers 	1106	4541	2
the l	1107	4528	2
lling	1108	4524	2
to VB a NN	1109	4521	2
A NN VBD	1110	4511	1
START A NN VBD	1111	4511	1
sits 	1112	4506	2
 sits	1113	4500	2
an ha	1114	4496	2
an JJ NN	1115	4485	2
the NNS .	1116	4475	1
 gett	1117	4468	2
getti	1118	4468	2
VBZ VBG the NN	1119	4462	2
one i	1120	4460	2
A NN NN VBZ	1121	4458	1
START A NN NN VBZ	1122	4458	1
wn th	1123	4449	2
n has	1124	4440	2
RB JJ	1125	4439	2
and NN VBP	1126	4424	2
 next	1127	4422	2
ng ma	1128	4422	2
havin	1129	4421	2
next 	1130	4414	2
NN VBZ VBG at	1131	4414	1
VBZ on a	1132	4411	1
ys ar	1133	4389	2
in an	1134	4388	4
t in 	1135	4384	2
has a	1136	4379	2
NN while	1137	4379	2
are h	1138	4374	2
A NN VBG a	1139	4372	1
START A NN VBG a	1140	4371	1
mping	1141	4367	2
START A NN VBZ on	1142	4359	1
A NN VBZ on	1143	4359	1
s sle	1144	4357	1
ather	1145	4356	2
 bein	1146	4356	2
being	1147	4353	2
ayer 	1148	4353	3
VBP NN	1149	4345	2
A NN VBZ VBG on	1150	4345	1
an NN .	1151	4342	1
s his	1152	4341	2
VBP JJ .	1153	4340	1
NNS VBP VBG on	1154	4339	1
ation	1155	4337	2
 a ch	1156	4333	2
drink	1157	4332	2
